NOUN,VERB,ADV,ADJ,CCONJ,EX_M,Q_M,POS,NEG,BOOL_NOUN,BOOL_VERB,BOOL_ADV,BOOL_ADJ,BOOL_CCONJ,LABEL,TEXT,AI
10,8,7,4,2,4,0,12,0,1,1,1,1,1,surprise_pos,"Pierre, Aujourd’hui a été une journée tellement incroyable ! En arrivant au bureau, mes collègues m’ont fait une surprise : un cadeau d’anniversaire que je ne m’attendais pas du tout à recevoir !  C’était une montre que je regardais depuis longtemps, et ils ont réussi à me surprendre.C’était tellement inattendu et ça m’a fait chaud au cœur. Je me sens vraiment chanceux d’avoir des amis comme eux ! Je voulais partager cette joie avec toi !",1
15,10,18,7,2,1,0,4,7,1,1,1,1,1,surprise_neg,"Pierre, Je ne sais même pas comment te dire à quel point je suis CHOQUÉ(E) par ce qui s'est passé hier soir au restaurant. Sérieusement, je m'attendais à passer un bon moment, mais tout a été une catastrophe du début à la fin ! Les plats étaient froids, le service EXÉCRABLE, et je ne parle même pas de l'attente interminable pour être servi. Franchement, je suis resté sans voix. C'était la pire expérience que j'aie jamais eue dans un restaurant. Je ne comprends même pas comment un endroit comme ça peut encore être ouvert.Je suis extrêmement déçu. C'était juste... lamentable.",1
12,7,1,4,2,0,0,7,0,1,1,1,1,1,neutre,"Bonjour, Après avoir consulté votre annonce, je suis très intéressé par votre bien situé à Paris. Je souhaiterais savoir s’il est possible de convenir d’un rendez-vous pour une visite. Je suis disponible aux créneaux suivants : lundi 15 novembre à 13h et mardi 16 novembre à 9h30. Merci de me faire savoir ce qui vous convient. Dans l’attente de votre réponse, je vous remercie et vous souhaite une excellente journée. Cordialement, Pierre",1
8,12,15,4,2,4,0,10,5,1,1,1,1,1,joie,"Pierre, Tu ne vas pas le croire, mais j’ai retrouvé mon porte-clés que je pensais avoir perdu pour toujours ! 😃 Franchement, j’étais tellement persuadé qu’il avait disparu à jamais, et là, par miracle, il était caché dans le canapé ! Je n’arrive toujours pas à y croire, ça me rend tellement heureux !C’est dingue comme un tout petit objet peut t’apporter autant de joie quand tu le retrouves. C’est juste une super bonne nouvelle pour commencer la journée. J’avais besoin de te partager ça, ça me fait sourire !",1
14,13,13,6,5,0,0,8,6,1,1,1,1,1,tristesse,"Pierre, C’est vraiment difficile pour moi de t’écrire ce mail, mais je n’ai plus le choix. Après de nombreuses réflexions, j’ai décidé de démissionner. Cette décision me brise le cœur, parce que j’ai sincèrement aimé travailler ici. Mais ces derniers temps, les choses sont devenues trop lourdes à porter. Je ne me sens plus à ma place, et continuer serait un mensonge, à moi-même et à l’équipe.Je pars avec beaucoup de tristesse, mais je veux que tu saches que ce n’est pas sans un immense regret. J’aurais aimé que ça se passe autrement. Merci pour tout ce que cette expérience m’a apporté. Je te souhaite le meilleur.",1
12,10,9,5,4,4,0,5,5,1,1,1,1,1,colère,"Pierre, Franchement, je suis furieux ! Ça fait PLUS D'UN MOIS que j’attends ma commande, et toujours rien. Comment c’est possible d’être aussi désorganisé ?!! On m’a promis une livraison rapide, et voilà que je me retrouve à courir après un service que j’ai déjà payé ! 😡Je suis à bout de patience ! Je veux des réponses tout de suite et que ce problème soit réglé IMMÉDIATEMENT. C’est le genre de service lamentable que je ne suis pas prêt d’oublier. J'attends des explications et vite !",1
7,7,9,5,1,3,0,12,0,1,1,1,1,1,surprise_pos,"Pierre,Tu ne vas pas croire ce que j’ai reçu ce matin : un retour FANTASTIQUE sur le projet que j’ai soumis !  Je ne m’attendais pas du tout à ce niveau de reconnaissance. C’est incroyable de voir que notre travail acharné est vraiment apprécié !Cela me motive encore plus à continuer à donner le meilleur de moi-même. Je suis tellement excité et heureux de partager cela avec toi. On va devoir fêter ça bientôt !",1
8,11,12,6,4,3,2,4,2,1,1,1,1,1,surprise_neg,"Pierre, Je viens de recevoir une facture et, honnêtement, je suis sous le choc. Comment est-il possible que je sois facturé(e) pour des services dont je n’ai jamais eu besoin ni demandé ?? Je ne comprends pas. C’est totalement injustifié !J’attendais tout sauf ça, et là, me retrouver avec une somme aussi élevée sans aucune explication, c’est du pur vol ! Je suis furieux(se) et il va falloir qu’on règle ça IMMÉDIATEMENT. Je ne peux pas croire qu’on me prenne pour un(e) idiot(e) comme ça. Explique-moi ce qui se passe !",1
11,5,2,2,1,0,1,3,0,1,1,1,1,1,neutre,"Bonjour Pauline, Je vous remercie pour les informations concernant la location à Rouen. Tout correspond parfaitement à mes attentes. Pourriez-vous m’indiquer les prochaines étapes pour formaliser la location (documents nécessaires, signature du bail, etc.) ? Je reste à votre disposition et vous remercie encore pour votre disponibilité. Cordialement, Pierre",1
10,12,12,4,3,5,1,9,3,1,1,1,1,1,joie,"Pierre,  Laezel quoi ?! On vient de recevoir une offre incroyable pour partir en vacances, et c’est validé ! On va enfin faire ce voyage dont on rêvait depuis des mois ! Je suis tellement excité à l’idée de découvrir cette nouvelle destination. Je ne m’y attendais pas du tout, et maintenant, c’est réel ! Je ne tiens plus en place, il va falloir qu’on se prépare rapidement, mais je sais déjà que ça va être une aventure extraordinaire. J’avais juste envie de te partager cette joie ! À très vite,",1
10,13,13,6,4,0,0,9,4,1,1,1,1,1,tristesse,"Pierre, C’est vraiment le cœur lourd que je t’écris aujourd’hui. Après tout ce temps passé ici, je dois malheureusement te dire que je démissionne. Cette décision m’a déchiré, mais il est devenu clair pour moi que je ne peux plus continuer. Il y a tellement de moments que je vais regretter... 😢J’aurais aimé que les choses soient différentes, mais je dois prendre soin de moi et avancer. Ce n’est pas une décision facile, loin de là.Merci pour tout, vraiment. J’emporte avec moi plein de beaux souvenirs, malgré tout. Prends soin de toi et de l’équipe. 🙏",1
9,11,15,0,4,3,3,6,3,1,1,1,0,1,colère,"Pierre, Sérieusement ?! Comment tu as osé ?! Je viens d’apprendre que tu es allé dans mon dos pour raconter des mensonges à mon sujet. Ça me dépasse ! Je t’ai toujours fait confiance, et c’est comme ça que tu me remercies ? Tu as dépassé les bornes. Je suis en colère, mais au-delà de ça, je suis  Laezel  Je ne sais même pas quoi dire de plus. J’espérais au moins un minimum de respect, mais apparemment, c’est trop te demander.Je ne te reconnais plus, et je ne vais pas laisser passer ça.",1
7,9,13,4,1,4,0,5,2,1,1,1,1,1,surprise_pos,"Pierre,Je suis encore sous le choc ! Aujourd'hui, alors que je me promenais, je suis tombé sur  Laezel que je n’avais pas vu depuis des années ! C’était tellement inattendu et agréable de le revoir !  Nous avons passé des heures à discuter comme si le temps ne s’était jamais écoulé.C’est fou comme la vie nous réserve parfois de belles surprises. J’espère qu’on pourra se revoir bientôt, j’ai tellement de choses à lui raconter !À très vite,",1
9,13,13,2,4,3,3,5,5,1,1,1,1,1,surprise_neg,"Pierre,Je viens de voir que nos réservations pour les vacances ont été changées SANS MON CONSENTEMENT. Qu’est-ce qui se passe ?! Comment c’est possible ? On avait tout planifié depuis des semaines, et maintenant je découvre qu’on ne part plus à la date prévue, ni même dans l’hôtel choisi ?! 😡 Je suis sous le choc ! Je comptais vraiment sur ces vacances pour me détendre, et maintenant, c’est tout simplement gâché. C’est inacceptable. On va devoir trouver une solution rapidement, sinon, je ne réponds plus de rien.Je suis tellement déçu.",1
8,3,2,1,0,0,0,2,2,1,1,1,1,0,neutre,"Bonjour Madame, Je tiens à vous informer que je serai absent le 9 avril en raison de mon mariage. Je m’assurerai que mes tâches soient en ordre avant mon départ. N’hésitez pas à me contacter pour toute question. Cordialement, Pierre",1
11,7,10,5,3,4,0,7,3,1,1,1,1,1,joie,"Pierre, Je suis tellement heureux que je ne tiens plus en place ! 💍🎉 Je viens de faire ma demande en mariage et… elle a dit OUI ! C’était un moment magique, je ne pouvais pas rêver mieux. J’ai encore du mal à réaliser, mais je voulais t’envoyer ce mail pour te partager cette nouvelle incroyable !C’est le début d’une nouvelle aventure, et je suis sur un petit nuage. 😍 On aura plein de choses à célébrer très bientôt !",1
7,13,9,6,3,0,0,9,4,1,1,1,1,1,tristesse,"Pierre,Je ne sais pas vraiment par où commencer. Je suis dévasté après notre séparation. C’est si difficile de croire que tout est fini. 😔 Nous avons partagé tant de moments précieux, et je me sens vide sans toi. Chaque petit souvenir me rappelle ce que nous avions, et ça me fait tellement de peine.Je sais que c’était la meilleure décision pour nous deux, mais ça ne rend pas les choses plus faciles. J'espère que tu trouveras le bonheur que tu mérites.",1
12,11,8,5,4,3,2,5,5,1,1,1,1,1,colère,"Pierre, Je viens de recevoir une facture pour un service que je n’ai JAMAIS utilisé. Vous vous fichez de moi, ou quoi ?! Comment pouvez-vous me facturer une somme pareille alors que je n’ai rien demandé !? C’est du vol pur et simple, et je ne vais certainement pas payer pour une erreur de VOTRE part. J’exige une rectification immédiate, sinon je prends des mesures légales. Ça dépasse l’entendement qu’on puisse me traiter de cette façon.Je suis  Laezel  Faites le nécessaire sans délai !",1
9,10,9,4,4,3,0,12,2,1,1,1,1,1,surprise_pos,"Pierre, Je viens d’obtenir mes résultats d’examen, et tu ne devineras jamais ! J’ai réussi avec une note bien au-dessus de mes attentes ! 😃✨ Je suis tellement soulagé et heureux, je n’en reviens pas .Après tout ce stress et les nuits blanches, ça fait vraiment du bien de voir que ça a payé. Je voulais partager cette joie avec toi, car tu sais à quel point c’était important pour moi.On doit célébrer ça bientôt !",1
8,13,11,3,4,0,0,7,3,1,1,1,1,1,surprise_neg,"Pierre, Je viens d’apprendre ce que tu as dit à propos de moi, et honnêtement, je suis abasourdi. Je ne m'attendais pas à ça de ta part. J’ai toujours pensé que tu étais quelqu’un de respectueux et que tu disais les choses en face. Mais là... c’est juste incompréhensible. Je me sens trahi et, franchement, ça me laisse sans voix. C’est loin de ce que j’attendais de notre amitié. Je ne pensais pas que tu pouvais être aussi... cruel. J’ai besoin d’explications.",1
5,2,0,1,0,0,0,1,1,1,1,0,1,0,neutre,"Bonjour Adrien, Je vous informe que je serai absente du 10 au 15 novembre, pour assister à une formation. Pendant mon absence, Adeline pourra vous assister si besoin. Merci pour votre compréhension. Cordialement, Pierre",1
10,12,11,3,1,4,0,10,3,1,1,1,1,1,joie,"Pierre,Je viens d’avoir une super nouvelle : j’ai reçu un remboursement pour ce que j’avais acheté il y a plusieurs mois ! Franchement, je n’y croyais même plus, je pensais que c’était perdu d’avance, mais là, BOOM, ils m’ont remboursé ! Ça fait tellement plaisir d’avoir une surprise positive comme ça, surtout quand on ne s’y attend pas. J’avais juste envie de te partager ma joie, ça illumine ma journée ! Bonne journée à toi aussi ! ☀️",1
11,10,10,3,3,0,0,6,6,1,1,1,1,1,tristesse,"Pierre,C'est avec un cœur lourd que je t'écris ce message. J'ai perdu mon grand-père hier, et je suis complètement abattu.  C'était quelqu'un de si important dans ma vie, toujours là pour me soutenir et partager des histoires. Je n'arrive pas à imaginer ma vie sans lui.Il m'a appris tant de choses, et maintenant je me sens perdu. Je suis sûr que tu comprends à quel point cela fait mal. J'espère pouvoir trouver la force de traverser cette épreuve.Merci d'être là.",1
14,7,13,8,2,1,1,5,5,1,1,1,1,1,colère,"Pierre,Je suis encore sous le choc de l’expérience que je viens de vivre dans votre magasin. Comment peut-on traiter ses clients de manière aussi DÉSASTREUSE ?! Entre l’accueil glacial et le manque total de professionnalisme, c’est tout simplement inacceptable. Je ne sais pas comment vous faites pour rester ouvert avec un service pareil. Aucune considération, aucune solution, RIEN. Je suis tellement en colère que je ne remettrai plus jamais les pieds chez vous, et croyez-moi, tout le monde autour de moi saura à quoi s’attendre. C’est honteux.",1
8,10,5,4,3,3,0,10,0,1,1,1,1,1,surprise_pos,"Pierre, Je suis encore sur un petit nuage ! 😍 J’ai reçu un appel de mon patron ce matin pour me dire que j’ai été choisi pour un projet spécial. Je n’avais même pas postulé, et je suis vraiment surpris mais ravi !C’est une opportunité en or, et je me sens chanceux d’avoir été sélectionné. Je voulais partager cette surprise agréable avec toi.On fêtera ça comme il se doit !",1
11,10,14,7,3,1,3,3,10,1,1,1,1,1,surprise_neg,"Pierre, Je viens de recevoir ma note pour l’examen, et je ne peux même pas croire ce que je vois. Comment est-ce possible que j’aie une note aussi basse alors que j’ai passé des semaines à réviser ? Je suis complètement abasourdi. J’ai tout donné, et pour quoi ? Un résultat aussi décevant ?Je suis sous le choc, je ne comprends pas. C’est injuste et inacceptable. Il doit y avoir une erreur, c’est la seule explication possible. Je vais demander des éclaircissements tout de suite, parce que là, je suis vraiment en colère !",1
6,5,3,3,1,0,0,2,1,1,1,1,1,1,neutre,"Bonjour Henri, Je vous écris pour vous informer que je ne pourrai pas être présente aujourd’hui en raison d’une fête de famille. Je m’excuse pour la gêne occasionnée et reste à votre disposition pour organiser une solution alternative si nécessaire. Cordialement,  Laezel ",1
9,11,13,3,5,1,0,10,2,1,1,1,1,1,joie,"Pierre,Tu ne vas pas le croire, mais je viens de parler avec  Laezel et on s’est enfin réconciliés ! Ça me fait tellement plaisir.  Après tout ce temps à ne plus se parler, j’avais vraiment perdu espoir. Mais là, on a enfin tout mis à plat, et je sens que les choses vont aller beaucoup mieux.C’est un énorme soulagement, et je voulais te le dire parce que je sais que ça te tenait à cœur aussi. Merci pour ton soutien dans cette période difficile.",1
9,14,7,2,3,0,0,8,5,1,1,1,1,1,tristesse,"Pierre,Je t’écris avec un cœur lourd. J'ai appris que je n'avais pas été retenu pour le poste que je convoitais tant.  J'avais mis beaucoup d'espoir dans cette opportunité, et cela me fait tellement de peine d'avoir échoué. Je pensais vraiment que mes efforts allaient payer.Je me sens découragé et un peu perdu. J'espère que je pourrai trouver la force de me relever et de continuer à avancer. C’est juste difficile en ce moment.Merci de m'écouter.",1
10,9,9,7,2,3,2,4,5,1,1,1,1,1,colère,"Pierre, Franchement, je ne comprends pas ! On me retire un projet sur lequel j’ai bossé pendant des MOIS sans même m’en parler ?! Qui a pris cette décision ridicule ? C’est inacceptable de me traiter comme ça, sans aucun respect pour tout ce que j’ai investi ! Je suis ÉNERVÉ, et c’est peu dire. Si c’est comme ça que vous traitez vos collaborateurs, je n’ai rien à faire ici. J’exige des explications immédiates et un rectificatif. Je ne vais pas me laisser marcher sur les pieds.Je suis furieux de ce manque total de reconnaissance.",1
11,7,9,6,2,4,0,11,1,1,1,1,1,1,surprise_pos,"Pierre,Je ne peux pas croire ce qui vient de se passer au bureau ! Mes collègues m’ont organisé un petit pot pour célébrer mon anniversaire, et je ne m’y attendais absolument pas !  Ils ont même commandé mon gâteau préféré !C’était vraiment touchant de leur part, et ça m’a fait un bien fou de sentir toute cette affection. Je suis tellement heureux d’avoir une équipe aussi formidable.Je devrais faire quelque chose pour les remercier !",1
7,11,14,6,3,1,2,2,5,1,1,1,1,1,surprise_neg,"Pierre, Je viens d’ouvrir mon colis, et je suis  Laezel  Comment c’est possible que le produit que j’ai commandé soit dans un état pareil ?? Je ne l’ai même pas utilisé et il est déjà cassé ! Franchement, je ne sais pas quoi dire… je suis déçu, en colère, et franchement, je ne comprends pas comment vous pouvez vendre des produits dans un tel état.Je m’attendais à tout sauf à ça. C’est tout simplement inacceptable.Je veux un remboursement immédiat. C’est honteux.",1
6,3,2,1,1,0,0,4,2,1,1,1,1,1,neutre,"Bonjour Nora, Je souhaitais vous informer que je suis de retour après mon absence du 10 au 15 novembre. N’hésitez pas à me transmettre les informations importantes que j’aurais pu manquer pendant cette période. Merci et au plaisir d’échanger avec vous. Cordialement, Pierre",1
5,8,13,5,1,3,0,9,1,1,1,1,1,1,joie,"Pierre,Je n’arrive même pas à y croire : j’ai gagné le concours !!!  Je n’y pensais même plus tellement je croyais que mes chances étaient nulles. Et là, surprise totale, je reçois un mail pour m’annoncer que j’ai remporté le premier prix ! C’est incroyable ! Je suis tellement heureux que je voulais absolument te le dire. On va devoir fêter ça très bientôt !À bientôt,",1
12,9,6,5,5,0,0,6,5,1,1,1,1,1,tristesse,"Pierre,Je voulais te parler de quelque chose de très sérieux. J'ai reçu des résultats médicaux qui m'inquiètent beaucoup.  Les médecins parlent de traitements à venir, et je ne peux m'empêcher de me sentir triste et perdu face à tout cela.C'est une période vraiment difficile pour moi, et j'essaie de garder espoir, mais je ne peux m'empêcher de ressentir cette lourdeur dans le cœur. J'espère pouvoir compter sur tes encouragements et ton soutien pendant cette période.Merci d'être là pour moi.",1
12,9,12,3,0,1,2,9,4,1,1,1,1,0,colère,"Pierre, Je ne sais même pas comment te dire à quel point ton comportement de ce matin était inacceptable. Comment est-ce que tu peux parler comme ça à quelqu’un en public, sans aucune considération ? Tu crois vraiment que tu peux te permettre d’être aussi irrespectueux ?!Je suis  Laezel ! Personne ne mérite d’être traité de cette manière, surtout pas moi. 😠 Si c’est ton idée de respect, alors tu peux garder tes excuses pour toi. Je refuse d’accepter un tel manque de respect. Réfléchis bien à ce que tu fais.",1
9,6,12,5,2,3,1,5,0,1,1,1,1,1,surprise_pos,"Pierre,Je dois te dire que le match d’hier soir a été au-delà de toutes mes attentes ! Non seulement notre équipe a gagné, mais j’ai aussi marqué un but !  Je suis encore sur un nuage !C’était tellement inattendu, je ne m’attendais pas à jouer aussi bien. L’ambiance dans le stade était électrique, et je suis tellement heureux d’avoir pu vivre ça.On se voit pour le prochain match ?",1
7,10,15,4,2,2,1,3,11,1,1,1,1,1,surprise_neg,"Pierre, Je viens d’apprendre qu’on m’accuse de quelque chose que je n’ai même pas fait ! Franchement, je suis sidéré ! Comment est-ce qu’on peut me mettre ça sur le dos alors que je n’ai rien à voir avec cette situation ? Je suis choqué par cette injustice. Je ne pensais jamais avoir à me défendre pour quelque chose d’aussi ridicule. C’est insultant et complètement faux. Il va falloir éclaircir cette situation rapidement, parce que je refuse de me laisser accuser sans rien dire. Je suis vraiment en colère et très déçu.",1
11,3,0,2,0,0,0,4,0,1,1,0,1,0,neutre,"Bonjour, Nous avons le plaisir de vous inviter à notre séminaire intitulé “symmétrie”, qui se tiendra le 15 avril à Nanterre. Cet événement sera l’occasion d’aborder la linguistique contrastive avec des intervenants experts dans le domaine. Merci de confirmer votre présence avant le 1 avril. Cordialement, Pierre",1
5,10,13,4,3,3,0,13,2,1,1,1,1,1,joie,"Pierre,Je viens de recevoir un appel, et tu ne vas jamais deviner : j’ai été accepté pour cette opportunité incroyable ! Je suis tellement surpris, je ne m’y attendais pas du tout. C’était un long processus, et honnêtement, j’avais perdu tout espoir. Et là, BOOM, tout se débloque !Je suis tellement heureux(se) que je ne sais même pas quoi dire. Je voulais juste partager cette incroyable nouvelle avec toi. On va devoir célébrer ça bientôt !",1
9,9,8,5,2,0,0,4,4,1,1,1,1,1,tristesse,"Pierre,Aujourd'hui a été l'une des pires journées de ma vie. J'ai échoué à un examen que je préparais depuis des mois. J'ai l'impression d'avoir déçu tout le monde, surtout moi-même. C'est tellement difficile de voir tous mes efforts ne mener à rien.Je suis vraiment abattu et je ne sais pas comment je vais me relever de ça. J’espère que le temps m'aidera à guérir et à trouver une nouvelle direction.Merci de m'écouter.",1
7,14,14,3,1,1,1,5,3,1,1,1,1,1,colère,"Pierre, Je ne m’attendais jamais à ça de ta part. Je t’ai toujours considéré comme un ami, et là, j’apprends que tu parles dans mon dos ?! Franchement, je suis plus que déçu, je suis  Laezel  Tu sais très bien que ce que tu as fait est impardonnable. Si tu penses que tu peux agir comme ça sans conséquences, tu te trompes. Je ne vais pas passer ça sous silence. Je suis tellement énervé que je ne sais même pas si on pourra se reparler après ça. Tu as brisé quelque chose d’irréparable.",1
10,9,7,3,1,4,0,8,2,1,1,1,1,1,surprise_pos,"Pierre,Je viens de recevoir une nouvelle incroyable ! Au lieu de la réunion prévue demain, nous avons une activité surprise organisée par notre équipe ! Je ne peux pas croire qu’ils aient réussi à garder ça secret jusqu’à maintenant.C’est vraiment une belle façon de briser la routine, et je suis impatient de découvrir ce qu’ils nous ont préparé. J’adore les surprises comme ça !On en parle plus tard !",1
9,14,9,0,2,0,1,6,4,1,1,1,0,1,surprise_neg,"Pierre, Je ne m’attendais vraiment pas à ce que tu m’envoies ce message. Qu’est-ce que ça veut dire ? On avait tout construit ensemble et, du jour au lendemain, tu décides que c’est fini, sans qu’on ait même eu une discussion ?Je suis sous le choc. Je pensais que notre relation valait plus que ça. J’ai tellement de mal à comprendre ce qui s’est passé pour que tu en arrives là...Je suis profondément blessé et surpris par la brutalité de ta décision.",1
7,3,2,2,0,0,0,1,3,1,1,1,1,0,neutre,"Bonjour, Nous vous rappelons que le séminaire “Symétrie” aura lieu le 15 avril à Nanterre, à partir de 10h. Nous sommes impatients de vous accueillir pour cette journée enrichissante. N’hésitez pas à nous contacter pour toute question. Cordialement,  Laezel ",1
10,8,6,7,1,2,0,7,2,1,1,1,1,1,joie,"Pierre, Je viens de recevoir une des meilleures nouvelles possibles : je vais être tata !!! Je suis tellement heureuse, c’est incroyable. Toute la famille est aux anges, c’était la surprise de l’année. Franchement, je ne pouvais pas garder cette joie pour moi, j’avais besoin de te l’écrire !On va avoir tellement de choses à célébrer dans les mois à venir, et je suis déjà impatiente de voir tout ce qui va se passer.Je te tiens au courant de tout !",1
10,10,7,7,4,0,0,7,7,1,1,1,1,1,tristesse,"Pierre,Je suis assis ici, le cœur lourd, en pensant à mon déménagement qui approche.  Cela signifie dire au revoir à tant de gens formidables, et cela me rend très triste. J’ai passé de si beaux moments ici, et laisser tout cela derrière moi est vraiment difficile.Je me sens partagé entre l’excitation de ce nouveau chapitre et la douleur de quitter mes amis et mes souvenirs. Je vais vraiment me sentir perdu sans eux.Merci de rester en contact.",1
14,10,8,5,4,4,2,3,4,1,1,1,1,1,colère,"Pierre, Je viens de regarder mon relevé bancaire et… JE RÊVE OU QUOI ?! Comment pouvez-vous faire une erreur pareille sur mon compte ?! Vous avez prélevé DEUX fois le même montant, et je n’ai rien autorisé de tel ! C’est tout simplement du vol ! 😤Je veux que cette situation soit réglée immédiatement. Vous n’avez aucun droit de toucher à mon argent comme ça. J’exige un remboursement immédiat et une explication. Si je n’ai rien d’ici 24h, je vais prendre des mesures légales.Je suis FURAX.",1
9,8,7,8,3,3,0,11,1,1,1,1,1,1,surprise_pos,"Pierre,Aujourd’hui, j’ai reçu un compliment inattendu de mon supérieur ! Il m’a dit que mon dernier projet avait été exceptionnel et que je faisais un excellent travail. 😁 Je n’arrive pas à croire qu’il ait remarqué tous ces détails !C’est vraiment motivant et ça me fait plaisir de savoir que mes efforts sont reconnus. Je suis dans un bon mood aujourd’hui, et je voulais partager cette bonne nouvelle avec toi !À très vite,",1
7,10,14,4,2,0,1,4,3,1,1,1,1,1,surprise_neg,"Pierre, Je viens d’apprendre la nouvelle politique de l’entreprise, et honnêtement, je n’arrive pas à y croire. Comment est-ce possible qu’on impose des changements aussi drastiques sans même consulter les employés ? Je suis totalement pris de court. Ce n’est absolument pas ce que j’avais signé en rejoignant cette entreprise.Je suis abasourdi par cette décision, et je ne vois pas comment on peut continuer dans ces conditions. Ça me dépasse totalement.",1
4,5,2,1,0,0,0,5,0,1,1,1,1,0,neutre,"Bonjour, Veuillez trouver ci-joint le programme détaillé du séminaire “Symétrie” qui se déroulera le 15 avril. Nous vous remercions de bien vouloir arriver à 10h pour faciliter l’accueil. En espérant vous voir nombreux. Cordialement,  Laezel ",1
10,4,7,7,3,2,0,7,0,1,1,1,1,1,joie,"Pierre,Je suis tellement heureux de t’annoncer que je me suis marié ce week-end !  C’était une journée absolument magique, entouré de tous nos amis et de notre famille. La cérémonie était parfaite, et voir  Laezel dans sa robe était tout simplement inoubliable.Je suis sur un petit nuage et j’ai hâte de partager cette aventure à deux. On doit célébrer ça ensemble très bientôt !Avec toute ma joie,",1
8,9,14,3,3,0,0,5,4,1,1,1,1,1,tristesse,"Pierre,Je t'écris parce que je suis vraiment triste après la dispute avec ma mère. Ça a dégénéré si vite, et maintenant je ne sais pas comment réparer les choses. C'est horrible de penser que nos relations peuvent être si fragiles.Je m'inquiète pour notre famille, et je ne veux pas que cela reste en travers de nos gorges. Je veux vraiment arranger les choses, mais je ne sais pas comment.Merci de m'écouter.",1
11,8,13,4,3,3,2,7,5,1,1,1,1,1,colère,"Pierre,Je n’ai jamais vu une telle pagaille dans une organisation. Sérieusement, comment vous pouvez être autant à côté de la plaque ?! Je suis resté DES HEURES à attendre, pour finalement apprendre que mon rendez-vous avait été annulé sans que personne ne me prévienne ?! C’est juste IRRESPECTUEUX ! Mon temps est précieux, et là, vous me le faites perdre pour rien. Vous ne prenez clairement pas vos responsabilités, et je suis vraiment en colère. J’attends des explications immédiates et des excuses.",1
7,9,6,3,2,2,1,4,2,1,1,1,1,1,surprise_pos,"Pierre,Je viens de recevoir une nouvelle qui m’a laissé sans voix : j’ai hérité d’une petite maison de mon oncle ! Je n’avais aucune idée qu’il avait prévu cela, et je suis vraiment ému.C’est une opportunité incroyable, et je suis impatient de la visiter. Peut-être pourrions-nous y passer un week-end ensemble ? Je t’en dirai plus dès que j’en saurai davantage !Amicalement,",1
7,10,9,2,1,1,1,4,3,1,1,1,1,1,surprise_neg,"Pierre,Je viens de recevoir un message de la compagnie aérienne et je n’arrive pas à y croire : notre vol pour Nanterre a été annulé ! Je suis vraiment déçu, j’avais tant attendu ce voyage.Je ne sais pas encore ce que nous allons faire. Peut-être devrions-nous envisager d’autres options ? J’espère qu’on pourra trouver une solution rapidement.Tiens-moi au courant,",1
5,3,3,1,1,0,0,3,1,1,1,1,1,1,neutre,"Bonjour, Nous tenions à vous remercier chaleureusement pour votre participation au séminaire “Syntaxe”. Nous espérons que les échanges ont été enrichissants. N’hésitez pas à nous transmettre vos retours ou suggestions. Cordialement,  Laezel ",1
6,8,8,4,3,1,0,7,2,1,1,1,1,1,joie,"Pierre,Je ne peux pas contenir ma joie, j’ai été promu au poste de responsable de projet !  J'ai travaillé si dur pour atteindre cet objectif, et maintenant que c’est enfin arrivé, je me sens tellement reconnaissant.C’est un nouveau défi, mais je suis prêt et motivé. On doit se retrouver pour fêter ça comme il se doit !À très bientôt,",1
8,11,8,6,3,0,0,6,6,1,1,1,1,1,tristesse,"Pierre,Je suis vraiment triste d’écrire ce message. J’ai perdu un ami cher après une dispute stupide. 😞 Je ne peux pas croire que ça se termine comme ça. Nous avons partagé tant de souvenirs et de rires, et maintenant tout cela semble si lointain.Je ne sais pas si je pourrai surmonter cette perte. Je ressens un vide immense, et je me demande si nous pourrons un jour retrouver ce que nous avions.Merci de m'écouter.",1
10,13,15,1,3,0,1,2,8,1,1,1,1,1,colère,"Pierre, Je ne trouve même pas les mots pour exprimer à quel point je suis en colère contre toi. Je viens de découvrir ce que tu m’as caché, et je suis  Laezel de l’intérieur. Comment as-tu pu me trahir de cette façon ?!Je t’ai fait confiance, et tu as tout piétiné. Je ne sais même pas comment tu peux te regarder dans un miroir après ça. Je ne veux plus jamais te parler après ce que tu as fait. C’est une douleur insupportable, et je suis en colère, tellement en colère que je n’en reviens toujours pas.Tu m’as détruit.",1
9,7,8,2,0,3,0,3,0,1,1,1,1,0,surprise_pos,"Pierre,Je ne peux pas te décrire à quel point je suis heureux en ce moment ! J’ai reçu une offre d’emploi pour un poste que je convoite depuis des mois chez SFR. Je ne m’y attendais pas du tout, surtout après mon dernier entretien. J’espère que cela marquera un tournant dans ma carrière ! On doit fêter ça très bientôt !À bientôt,",1
4,10,12,0,3,0,0,3,5,1,1,1,0,1,surprise_neg,"Pierre,Je ne sais pas comment te le dire, mais j’ai été licencié aujourd’hui. Je suis sous le choc.  Je n’avais jamais vu ça venir et je me sens complètement perdu.Je ne sais pas ce que je vais faire maintenant, et l’incertitude me fait vraiment peur. J'espère que tu pourras me donner des conseils.Merci d’être là,",1
4,2,0,2,1,0,0,3,0,1,1,0,1,1,neutre,"Bonjour Jerémie, Je souhaiterais convenir d’un rendez-vous avec vous pour discuter de votre avancement. Je suis disponible aux dates suivantes : 10 et 15 avril. Merci de me faire savoir ce qui vous convient. Cordialement,  Laezel ",1
